unixtime;Bx;By;Bz
1615395502.1733751;-4872;13602;7303
1615395502.1846635;-5130;13520;7293
1615395502.2137945;-5683;13295;7238
1615395502.2434514;-6258;12965;7132
1615395502.2734785;-6802;12577;6955
1615395502.2849844;-7007;12402;6881
1615395502.3026001;-7295;12095;6732
1615395502.3126488;-7442;11922;6633
1615395502.3223915;-7587;11747;6538
1615395502.3336194;-7762;11532;6432
1615395502.3626506;-8136;10957;6072
1615395502.3924818;-8457;10260;5691
1615395502.4224274;-8735;9517;5225
1615395502.4329236;-8840;9220;5035
1615395502.451725;-8963;8707;4707
1615395502.4616182;-9020;8412;4508
1615395502.4717295;-9072;8142;4333
1615395502.50148;-9196;7272;3726
1615395502.511249;-9220;6970;3525
1615395502.5215502;-9262;6670;3296
1615395502.5325265;-9272;6322;3056
1615395502.5414762;-9251;6052;2860
1615395502.5711155;-9248;5127;2178
1615395502.5824819;-9251;4772;1917
1615395502.6106296;-9175;3890;1231
1615395502.6215978;-9146;3572;982
1615395502.6317942;-9088;3210;718
1615395502.6604788;-8951;2312;0
1615395502.6706662;-8872;2007;-247
1615395502.6815853;-8813;1660;-525
1615395502.6902971;-8753;1400;-746
1615395502.7003384;-8671;1100;-993
1615395502.731042;-8440;140;-1786
1615395502.7402375;-8345;-102;-2007
1615395502.7500713;-8257;-387;-2250
1615395502.7805982;-7962;-1292;-3040
1615395502.7893825;-7856;-1522;-3263
1615395502.8191803;-7535;-2350;-3988
1615395502.8303826;-7418;-2645;-4252
1615395502.8487277;-7195;-3120;-4705
1615395502.8587592;-7081;-3367;-4928
1615395502.868762;-6955;-3622;-5165
1615395502.8985076;-6570;-4347;-5830
1615395502.9087102;-6430;-4585;-6047
1615395502.9184914;-6308;-4790;-6277
1615395502.929528;-6156;-5035;-6506
1615395502.9583876;-5747;-5630;-7102
1615395502.9879982;-5336;-6217;-7655
1615395502.9980948;-5196;-6387;-7835
1615395503.0298154;-4730;-6935;-8402
1615395503.0585554;-4316;-7382;-8867
1615395503.0679398;-4155;-7530;-9026
1615395503.0790172;-3978;-7697;-9190
1615395503.0974712;-3698;-7957;-9440
1615395503.1075118;-3548;-8067;-9573
1615395503.1173475;-3390;-8190;-9705
1615395503.1286273;-3221;-8320;-9851
1615395503.1378791;-3078;-8405;-9957
1615395503.169245;-2612;-8700;-10278
1615395503.1784074;-2448;-8807;-10407
1615395503.1968403;-2135;-8962;-10573
1615395503.2068899;-1980;-9025;-10661
1615395503.2169406;-1835;-9112;-10731
1615395503.2280204;-1657;-9167;-10832
1615395503.2466114;-1355;-9262;-10952
1615395503.2566328;-1203;-9302;-11020
1615395503.266821;-1032;-9355;-11070
1615395503.2778704;-870;-9395;-11135
1615395503.2969646;-573;-9440;-11222
1615395503.3062658;-407;-9465;-11243
1615395503.316125;-252;-9472;-11285
1615395503.3273518;-81;-9487;-11312
1615395503.3360467;33;-9492;-11328
1615395503.3461893;202;-9485;-11347
1615395503.377386;685;-9437;-11363
1615395503.3857698;820;-9415;-11350
1615395503.4161253;1262;-9322;-11312
1615395503.4269543;1431;-9272;-11276
1615395503.4452696;1702;-9162;-11216
1615395503.455657;1840;-9102;-11178
1615395503.4654906;1992;-9037;-11135
1615395503.4764879;2148;-8960;-11100
1615395503.4950047;2403;-8802;-10993
1615395503.505116;2536;-8720;-10922
1615395503.51545;2648;-8637;-10881
1615395503.526364;2810;-8522;-10788
1615395503.544529;3060;-8317;-10622
1615395503.5546744;3178;-8212;-10555
1615395503.5646462;3295;-8092;-10475
1615395503.5759292;3435;-7962;-10385
1615395503.59436;3646;-7722;-10197
1615395503.6044486;3765;-7572;-10107
1615395503.6143703;3875;-7442;-10001
1615395503.6252034;3988;-7277;-9878
1615395503.6541746;4278;-6842;-9546
1615395503.6837862;4545;-6347;-9183
1615395503.6940494;4640;-6167;-9050
1615395503.7251463;4890;-5597;-8633
1615395503.7544978;5075;-5055;-8230
1615395503.7833238;5257;-4447;-7772
1615395503.7941263;5296;-4232;-7620
1615395503.8243701;5450;-3555;-7121
1615395503.8536162;5523;-2915;-6647
1615395503.8630626;5550;-2675;-6486
1615395503.8742063;5586;-2430;-6285
1615395503.8922343;5612;-1997;-5975
1615395503.902374;5621;-1765;-5792
1615395503.9121375;5615;-1527;-5617
1615395503.9420753;5600;-817;-5097
1615395503.9525568;5595;-577;-4922
1615395503.9615154;5588;-342;-4735
1615395503.992056;5505;405;-4190
1615395504.0015745;5470;635;-4005
1615395504.0113719;5443;877;-3832
1615395504.041561;5331;1615;-3263
1615395504.051033;5265;1865;-3091
1615395504.0612786;5212;2100;-2908
1615395504.0723467;5151;2377;-2707
1615395504.0815468;5085;2585;-2555
1615395504.1114175;4875;3315;-1998
1615395504.122131;4777;3582;-1795
1615395504.1510065;4521;4262;-1275
1615395504.1819727;4228;4937;-732
1615395504.1902027;4131;5155;-563
1615395504.2003376;4010;5390;-395
1615395504.210333;3898;5605;-217
1615395504.2213476;3772;5850;-28
1615395504.250192;3413;6465;460
1615395504.259949;3292;6665;617
1615395504.2707872;3131;6882;803
1615395504.2801745;3005;7067;936
1615395504.2897902;2878;7252;1105
1615395504.3209765;2408;7837;1598
1615395504.3295262;2270;7982;1721
1615395504.3593616;1790;8515;2173
1615395504.370571;1610;8700;2337
1615395504.3994386;1110;9170;2742
1615395504.4285424;580;9600;3167
1615395504.4390006;387;9740;3301
1615395504.4489186;205;9865;3427
1615395504.4584017;12;9992;3550
1615395504.4696507;-200;10125;3691
1615395504.498637;-753;10447;4026
1615395504.508397;-932;10552;4137
1615395504.5193388;-1181;10662;4261
1615395504.5379617;-1562;10825;4467
1615395504.5485277;-1776;10915;4566
1615395504.5581079;-1987;10977;4663
1615395504.5692163;-2211;11060;4772
1615395504.587248;-2596;11180;4955
1615395504.5972981;-2788;11230;5017
1615395504.607199;-3007;11267;5102
1615395504.6183696;-3245;11312;5211
1615395504.6473968;-3810;11405;5423
1615395504.6773853;-4455;11437;5638
1615395504.7074554;-5053;11412;5805
1615395504.7182937;-5296;11397;5855
1615395504.7367957;-5673;11347;5950
1615395504.7465687;-5866;11320;5985
1615395504.7566204;-6058;11272;6012
1615395504.7676198;-6313;11225;6051
1615395504.7865283;-6667;11107;6113
1615395504.7964044;-6852;11045;6143
1615395504.8061512;-7042;10970;6157
1615395504.8173356;-7271;10882;6183
1615395504.8467436;-7788;10635;6206
1615395504.8762434;-8312;10307;6227
1615395504.9061282;-8832;9930;6203
1615395504.916611;-9011;9772;6181
1615395504.9354453;-9283;9507;6157
1615395504.9452107;-9436;9352;6121
1615395504.955061;-9588;9195;6107
1615395504.9848752;-10002;8675;5996
1615395504.995021;-10147;8507;5961
1615395505.005021;-10258;8317;5922
1615395505.016191;-10432;8102;5876
1615395505.03496;-10651;7735;5792
1615395505.0446892;-10762;7525;5728
1615395505.0546396;-10870;7320;5677
1615395505.0661836;-11002;7075;5603
1615395505.0952888;-11276;6437;5418
1615395505.1245127;-11548;5732;5213
1615395505.1541886;-11770;4972;4996
1615395505.1650903;-11865;4692;4890
1615395505.1835706;-11960;4215;4740
1615395505.1941268;-12031;3947;4636
1615395505.203624;-12081;3675;4546
1615395505.2148266;-12152;3360;4440
1615395505.2438269;-12265;2557;4155
1615395505.273714;-12345;1702;3860
1615395505.303213;-12388;827;3530
1615395505.3140173;-12407;490;3388
1615395505.3426201;-12400;-365;3045
1615395505.3726509;-12362;-1272;2691
1615395505.402285;-12300;-2190;2315
1615395505.4133217;-12267;-2555;2185
1615395505.431726;-12191;-3112;1947
1615395505.441883;-12136;-3425;1800
1615395505.4517388;-12105;-3727;1677
1615395505.462928;-12043;-4077;1533
1615395505.4922676;-11853;-4947;1141
1615395505.5215337;-11632;-5862;732
1615395505.55156;-11385;-6732;328
1615395505.562394;-11295;-7062;173
1615395505.5917668;-11000;-7890;-201
1615395505.6011558;-10860;-8187;-345
1615395505.6127746;-10772;-8510;-511
1615395505.6308813;-10551;-9025;-760
1615395505.6405957;-10408;-9307;-903
1615395505.6509502;-10266;-9575;-1037
1615395505.6620657;-10125;-9897;-1208
1615395505.6908667;-9716;-10665;-1615
1615395505.7208588;-9236;-11435;-2015
1615395505.750793;-8742;-12175;-2421
1615395505.7619188;-8552;-12445;-2563
1615395505.7804081;-8200;-12875;-2816
1615395505.7903492;-8017;-13102;-2942
1615395505.8003612;-7836;-13312;-3078
1615395505.8119144;-7627;-13570;-3215
1615395505.829796;-7242;-13945;-3446
1615395505.8395624;-7033;-14157;-3585
1615395505.8497043;-6843;-14355;-3693
1615395505.8607662;-6610;-14585;-3846
1615395505.8794787;-6230;-14927;-4061
1615395505.8892446;-6003;-15105;-4185
1615395505.8994014;-5797;-15277;-4291
1615395505.9103827;-5560;-15475;-4437
1615395505.9289458;-5125;-15780;-4628
1615395505.9391122;-4890;-15927;-4740
1615395505.949276;-4671;-16087;-4855
1615395505.960109;-4431;-16245;-4985
1615395505.9785478;-3978;-16492;-5151
1615395505.9888408;-3751;-16630;-5263
1615395505.998591;-3527;-16755;-5370
1615395506.0100188;-3273;-16892;-5483
1615395506.0282528;-2812;-17100;-5650
1615395506.0384803;-2562;-17202;-5748
1615395506.0483003;-2338;-17307;-5843
1615395506.059408;-2063;-17407;-5945
1615395506.0780385;-1605;-17555;-6086
1615395506.0880883;-1355;-17635;-6165
1615395506.097833;-1117;-17707;-6250
1615395506.1090922;-846;-17795;-6347
1615395506.1275222;-405;-17892;-6478
1615395506.137887;-173;-17952;-6548
1615395506.1471229;73;-17990;-6628
1615395506.1776938;792;-18112;-6800
1615395506.1872988;1015;-18137;-6862
1615395506.197375;1255;-18145;-6927
1615395506.208481;1526;-18160;-6982
1615395506.2271235;1940;-18167;-7058
1615395506.2378569;2161;-18170;-7118
1615395506.2469633;2388;-18165;-7160
1615395506.2581067;2660;-18147;-7208
1615395506.2766552;3045;-18107;-7266
1615395506.28689;3268;-18087;-7301
1615395506.296799;3475;-18042;-7336
1615395506.307862;3727;-18010;-7356
1615395506.33672;4276;-17862;-7426
1615395506.3663657;4856;-17680;-7456
1615395506.3859005;5225;-17535;-7486
1615395506.3959293;5410;-17450;-7470
1615395506.4259677;5911;-17192;-7467
1615395506.4358613;6061;-17095;-7458
1615395506.4458692;6230;-16995;-7451
1615395506.45696;6422;-16865;-7435
1615395506.4754388;6683;-16655;-7377
1615395506.4854367;6820;-16547;-7372
1615395506.4953923;6955;-16400;-7340
1615395506.5069995;7126;-16275;-7315
1615395506.5252447;7356;-16012;-7250
1615395506.53507;7475;-15875;-7203
1615395506.5452983;7587;-15740;-7170
1615395506.556579;7722;-15580;-7123
1615395506.574676;7896;-15285;-7015
1615395506.5848286;8005;-15135;-6975
1615395506.5954218;8091;-14977;-6920
1615395506.6056297;8202;-14797;-6867
1615395506.6248066;8347;-14492;-6732
1615395506.6344955;8413;-14312;-6693
1615395506.6445048;8481;-14140;-6612
1615395506.6555092;8576;-13937;-6548
1615395506.6743085;8663;-13595;-6405
1615395506.6839902;8730;-13415;-6331
1615395506.694378;8763;-13227;-6247
1615395506.7052944;8837;-13017;-6167
1615395506.724464;8913;-12655;-5991
1615395506.7341933;8948;-12457;-5903
1615395506.7436962;8980;-12257;-5811
1615395506.7548175;9008;-12042;-5723
1615395506.7733233;9043;-11670;-5536
1615395506.7833495;9053;-11475;-5456
1615395506.7934742;9056;-11270;-5347
1615395506.804543;9072;-11035;-5233
1615395506.8335977;9046;-10452;-4915
1615395506.8635821;9025;-9825;-4566
1615395506.8928087;8953;-9210;-4222
1615395506.9040115;8940;-8970;-4091
1615395506.9226048;8872;-8587;-3832
1615395506.9320228;8825;-8375;-3710
1615395506.9420905;8803;-8165;-3610
1615395506.9722397;8663;-7567;-3201
1615395506.9820054;8613;-7370;-3067
1615395506.9921105;8568;-7165;-2931
1615395507.0029986;8518;-6945;-2790
1615395507.0321245;8336;-6367;-2407
1615395507.0417352;8278;-6175;-2266
1615395507.0528991;8223;-5967;-2100
1615395507.0712988;8072;-5600;-1822
1615395507.0813422;8010;-5407;-1672
1615395507.0911405;7943;-5215;-1536
1615395507.120745;7727;-4680;-1130
1615395507.1306453;7648;-4492;-972
1615395507.1406806;7572;-4320;-825
1615395507.151822;7487;-4115;-658
1615395507.160709;7418;-3962;-522
1615395507.1704135;7330;-3790;-381
1615395507.180489;7252;-3617;-238
1615395507.2101307;7000;-3130;178
1615395507.2200544;6905;-2967;328
1615395507.230208;6831;-2802;471
1615395507.2402532;6741;-2642;620
1615395507.251278;6657;-2482;781
1615395507.2800627;6398;-2065;1203
1615395507.2905383;6311;-1907;1351
1615395507.3010232;6211;-1755;1501
1615395507.319679;6058;-1497;1772
1615395507.3297966;5958;-1355;1908
1615395507.3397076;5863;-1232;2053
1615395507.3693504;5583;-842;2457
1615395507.379431;5510;-727;2603
1615395507.3893971;5412;-605;2726
1615395507.4189816;5151;-267;3132
1615395507.4290094;5075;-142;3250
1615395507.4386387;4975;-45;3370
1615395507.4685447;4725;272;3776
1615395507.4785132;4645;372;3890
1615395507.4881558;4547;460;4010
1615395507.5285406;4212;825;4495
1615395507.538278;4131;907;4610
1615395507.549419;4033;997;4721
1615395507.5582995;3957;1090;4832
1615395507.5883048;3717;1302;5148
1615395507.5996795;3641;1392;5268
1615395507.6280332;3397;1605;5571
1615395507.657685;3171;1775;5871
1615395507.66777;3095;1867;5971
1615395507.698595;2857;2032;6257
1615395507.7073293;2797;2085;6340
1615395507.7371342;2570;2245;6606
1615395507.7484305;2493;2300;6698
1615395507.7771456;2282;2440;6938
1615395507.787153;2208;2482;7015
1615395507.7982295;2137;2527;7097
1615395507.8161936;2003;2590;7241
1615395507.8262248;1926;2620;7303
1615395507.8365111;1868;2652;7370
1615395507.8659167;1690;2757;7557
1615395507.8770044;1623;2790;7617
1615395507.885924;1552;2817;7672
1615395507.916086;1362;2870;7818
1615395507.9258978;1305;2897;7871
1615395507.9357119;1246;2922;7927
1615395507.9468703;1191;2937;7973
1615395507.9760506;1027;2975;8088
1615395507.985328;980;3005;8116
1615395507.9961946;917;3010;8165
1615395508.0250475;748;3040;8252
1615395508.0347323;713;3057;8285
1615395508.0457504;663;3052;8310
1615395508.0548358;611;3055;8326
1615395508.0844693;463;3065;8366
1615395508.0953095;418;3057;8391
1615395508.1041927;387;3060;8391
1615395508.1144383;337;3062;8412
1615395508.12441;297;3065;8405
1615395508.1343372;266;3052;8402
1615395508.1453419;197;3035;8416
1615395508.1737022;86;3010;8412
1615395508.1835492;43;3000;8410
1615395508.1943586;0;2990;8386
1615395508.2034888;-22;2960;8366
1615395508.2133613;-73;2962;8352
1615395508.2234817;-102;2950;8340
1615395508.2333446;-123;2922;8322
1615395508.2635827;-250;2872;8266
1615395508.2736804;-283;2865;8233
1615395508.283123;-321;2835;8222
1615395508.3129714;-402;2777;8132
1615395508.323119;-428;2752;8102
1615395508.3328555;-458;2725;8077
1615395508.3627572;-558;2660;7936
1615395508.3731205;-587;2632;7901
1615395508.3825452;-608;2590;7848
1615395508.4122918;-706;2497;7698
1615395508.42312;-727;2472;7650
1615395508.432302;-742;2420;7585
1615395508.462018;-796;2325;7421
1615395508.4723723;-822;2282;7366
1615395508.4827056;-846;2260;7287
1615395508.5120158;-922;2132;7083
1615395508.52182;-922;2105;7015
1615395508.5313191;-953;2070;6933
1615395508.5616367;-1012;1935;6693
1615395508.5717814;-1041;1897;6612
1615395508.5814655;-1043;1850;6527
1615395508.5923686;-1067;1807;6432
1615395508.6015635;-1077;1772;6353
1615395508.6314456;-1120;1635;6083
1615395508.642458;-1141;1565;5977
1615395508.6709409;-1183;1427;5693
1615395508.6812222;-1172;1380;5596
1615395508.6919858;-1196;1315;5456
1615395508.7103763;-1225;1212;5285
1615395508.720441;-1225;1165;5173
1615395508.730467;-1243;1100;5042
1615395508.760219;-1255;932;4698
1615395508.770128;-1257;882;4587
1615395508.7802708;-1260;820;4460
1615395508.8095014;-1286;635;4086
1615395508.819658;-1283;580;3952
1615395508.8295805;-1291;512;3811
1615395508.8698363;-1312;277;3282
1615395508.8797646;-1298;217;3151
1615395508.890919;-1320;135;2977
1615395508.9198418;-1305;-52;2563
1615395508.9291282;-1305;-112;2413
1615395508.940271;-1307;-190;2245
1615395508.949284;-1305;-262;2118
1615395508.9590633;-1298;-322;1966
1615395508.9898643;-1293;-535;1473
1615395508.9986596;-1286;-580;1337
1615395509.0088365;-1275;-652;1173
1615395509.0186796;-1275;-725;1021
1615395509.0484605;-1246;-957;527
1615395509.0583324;-1251;-1027;356
1615395509.0680196;-1238;-1095;187
1615395509.0781376;-1236;-1170;23
1615395509.0893056;-1231;-1242;-171
1615395509.0983582;-1220;-1310;-323
1615395509.1280284;-1181;-1532;-843
1615395509.1389396;-1191;-1617;-1042
1615395509.1482112;-1175;-1670;-1168
1615395509.1775978;-1141;-1902;-1721
1615395509.1888645;-1122;-1990;-1922
1615395509.2073927;-1088;-2105;-2233
1615395509.2173333;-1082;-2175;-2418
1615395509.2273483;-1075;-2262;-2596
1615395509.2577324;-1032;-2495;-3143
1615395509.2669625;-1015;-2562;-3326
1615395509.277156;-1001;-2635;-3495
1615395509.2880228;-988;-2720;-3691
1615395509.3170824;-932;-2930;-4203
1615395509.3278089;-922;-3002;-4372
1615395509.3377233;-896;-3080;-4571
1615395509.3672013;-846;-3285;-5083
1615395509.3768594;-837;-3365;-5243
1615395509.3875296;-816;-3435;-5443
1615395509.4167836;-758;-3617;-5911
1615395509.446361;-708;-3837;-6416
1615395509.456195;-680;-3917;-6582
1615395509.4871025;-613;-4127;-7091
1615395509.4956825;-606;-4187;-7236
1615395509.505543;-566;-4250;-7393
1615395509.5366635;-511;-4452;-7871
1615395509.545727;-492;-4490;-8003
1615395509.5753684;-416;-4685;-8442
1615395509.586273;-395;-4770;-8615
1615395509.614703;-321;-4922;-9007
1615395509.6253624;-307;-4987;-9160
1615395509.635762;-273;-5060;-9301
1615395509.6646667;-215;-5210;-9663
1615395509.6748226;-186;-5260;-9793
1615395509.6864154;-155;-5322;-9938
1615395509.7148967;-78;-5467;-10273
1615395509.724124;-62;-5517;-10391
1615395509.7351952;-33;-5565;-10516
1615395509.753483;5;-5660;-10682
1615395509.7634804;22;-5710;-10797
1615395509.7736042;55;-5750;-10903
1615395509.8137338;160;-5890;-11266
1615395509.8435066;228;-6002;-11508
1615395509.8736253;310;-6107;-11740
1615395509.8847015;337;-6132;-11818
1615395509.913463;407;-6207;-11966
1615395509.9229457;440;-6235;-12040
1615395509.9335709;452;-6260;-12077
1615395509.9518676;492;-6295;-12158
1615395509.9621298;521;-6315;-12200
1615395509.9719613;532;-6335;-12241
1615395509.9829514;561;-6357;-12282
1615395509.992042;590;-6360;-12306
1615395510.021862;656;-6400;-12377
1615395510.0328827;675;-6427;-12393
1615395510.0620089;745;-6445;-12437
1615395510.0919058;801;-6455;-12421
1615395510.1216795;861;-6462;-12407
1615395510.1325996;887;-6452;-12385
1615395510.161602;930;-6437;-12320
1615395510.1710844;953;-6432;-12295
1615395510.18244;970;-6417;-12248
1615395510.2006817;1027;-6387;-12162
1615395510.2106779;1032;-6370;-12123
1615395510.2209754;1058;-6362;-12080
1615395510.2321036;1062;-6350;-12028
1615395510.250308;1101;-6312;-11916
1615395510.260493;1101;-6305;-11867
1615395510.27042;1120;-6270;-11793
1615395510.2817185;1151;-6255;-11726
1615395510.3003786;1170;-6205;-11595
1615395510.3101282;1181;-6172;-11530
1615395510.3201122;1198;-6157;-11448
1615395510.331188;1217;-6112;-11345
1615395510.3604834;1272;-6032;-11080
1615395510.3903465;1291;-5927;-10805
1615395510.4196775;1338;-5815;-10470
1615395510.4309897;1355;-5760;-10345
1615395510.4491928;1378;-5672;-10130
1615395510.4592655;1388;-5637;-10012
1615395510.469339;1386;-5592;-9890
1615395510.4805107;1410;-5540;-9735
1615395510.5091221;1433;-5417;-9366
1615395510.539445;1457;-5262;-8950
1615395510.5491693;1471;-5202;-8807
1615395510.5793712;1500;-5030;-8358
1615395510.6086106;1518;-4870;-7922
1615395510.617976;1528;-4810;-7767
1615395510.6292589;1541;-4737;-7578
1615395510.6475568;1552;-4610;-7266
1615395510.6578007;1557;-4555;-7113
1615395510.6675677;1560;-4487;-6945
1615395510.6973448;1607;-4302;-6432
1615395510.7070978;1602;-4237;-6257
1615395510.7171214;1610;-4167;-6086
1615395510.728532;1610;-4082;-5887
1615395510.7569907;1626;-3885;-5375
1615395510.7671087;1631;-3810;-5192
1615395510.7781723;1642;-3730;-4996
1615395510.7963693;1645;-3585;-4628
1615395510.8064048;1650;-3500;-4440
1615395510.8164637;1657;-3440;-4250
1615395510.8460937;1683;-3195;-3682
1615395510.8563788;1687;-3127;-3492
1615395510.8663614;1692;-3027;-3285
1615395510.877589;1692;-2947;-3051
1615395510.9067202;1723;-2692;-2481
1615395510.9165998;1713;-2607;-2282
1615395510.9272847;1731;-2530;-2056
1615395510.9457436;1745;-2352;-1680
1615395510.9560385;1750;-2260;-1467
1615395510.9660826;1766;-2172;-1266
1615395510.9768195;1763;-2070;-1042
1615395510.9858415;1768;-1997;-860
1615395510.9955556;1761;-1905;-658
1615395511.0264678;1790;-1615;-35
1615395511.0355353;1808;-1525;148
1615395511.0454314;1811;-1447;335
1615395511.0555422;1808;-1337;550
1615395511.0655243;1832;-1247;730
1615395511.0761092;1816;-1135;958
1615395511.1049526;1832;-857;1517
1615395511.114995;1828;-760;1713
1615395511.1258702;1850;-645;1922
1615395511.134599;1858;-562;2081
1615395511.1646397;1866;-270;2642
1615395511.1756947;1873;-145;2862
1615395511.1841588;1878;-37;3018
1615395511.1941006;1876;55;3208
1615395511.204054;1885;155;3367
1615395511.214166;1887;255;3552
1615395511.2250488;1897;365;3751
1615395511.2340405;1906;460;3901
1615395511.2439198;1902;575;4058
1615395511.2747612;1906;887;4576
1615395511.2844741;1895;982;4691
1615395511.2936993;1908;1082;4852
1615395511.3246777;1902;1415;5331
1615395511.333715;1897;1495;5440
1615395511.3634038;1902;1795;5848
1615395511.374145;1890;1912;5993
1615395511.4030516;1858;2197;6326
1615395511.4132655;1850;2305;6451
1615395511.4238527;1861;2422;6578
1615395511.4429338;1837;2612;6775
1615395511.452709;1837;2712;6887
1615395511.4621553;1813;2812;6961
1615395511.492295;1778;3100;7230
1615395511.5021093;1768;3195;7312
1615395511.512036;1755;3295;7372
1615395511.5416093;1676;3580;7565
1615395511.5521245;1652;3672;7631
1615395511.5620885;1633;3757;7680
1615395511.5725396;1602;3867;7737
1615395511.5819108;1581;3952;7778
1615395511.611244;1483;4225;7871
1615395511.6224687;1455;4315;7895
1615395511.6513457;1360;4555;7933
1615395511.6811888;1236;4802;7920
1615395511.690872;1196;4867;7917
1615395511.722214;1041;5100;7843
1615395511.7305593;1001;5152;7807
1615395511.7606492;832;5360;7675
1615395511.7720413;768;5417;7598
1615395511.7803712;695;5480;7546
1615395511.7903137;651;5535;7478
1615395511.821383;461;5685;7227
1615395511.830186;387;5732;7151
1615395511.8400073;328;5770;7058
1615395511.8499217;250;5810;6947
1615395511.8600554;186;5845;6838
1615395511.8707085;100;5870;6705
1615395511.9000401;-112;5937;6331
1615395511.9102273;-183;5970;6197
1615395511.920553;-276;5980;6040
1615395511.9495406;-506;5992;5598
1615395511.9591014;-585;5995;5453
1615395511.970258;-682;5990;5255
1615395511.9994748;-893;5952;4748
1615395512.0088074;-985;5917;4571
1615395512.0198941;-1072;5892;4367
1615395512.0488064;-1296;5825;3822
1615395512.058802;-1376;5770;3631
1615395512.069995;-1460;5715;3405
1615395512.0882604;-1595;5635;3031
1615395512.098857;-1678;5575;2832
1615395512.1080074;-1733;5527;2628
1615395512.13869;-1953;5330;1966
1615395512.1481817;-2025;5250;1762
1615395512.1578658;-2071;5187;1541
1615395512.1690593;-2148;5112;1315
1615395512.1778092;-2185;5055;1122
1615395512.2078698;-2356;4817;473
1615395512.2187033;-2432;4710;222
1615395512.2274632;-2467;4645;28
1615395512.2376692;-2515;4550;-182
1615395512.2685409;-2681;4252;-871
1615395512.2772992;-2717;4180;-1065
1615395512.2873642;-2762;4090;-1282
1615395512.3184712;-2873;3772;-1958
1615395512.3471408;-2966;3480;-2563
1615395512.3571658;-3007;3380;-2778
1615395512.3677566;-3047;3257;-3035
1615395512.3864722;-3090;3060;-3413
1615395512.396096;-3118;2947;-3617
1615395512.4063027;-3155;2852;-3822
1615395512.435653;-3208;2520;-4437
1615395512.445817;-3221;2420;-4642
1615395512.4556687;-3247;2305;-4830
1615395512.4666748;-3261;2172;-5047
1615395512.4757638;-3258;2090;-5208
1615395512.505572;-3300;1770;-5767
1615395512.516608;-3306;1650;-5982
1615395512.5457046;-3316;1335;-6490
1615395512.5758703;-3351;1030;-6977
1615395512.5855384;-3345;935;-7148
1615395512.6162076;-3340;625;-7647
1615395512.6250467;-3335;530;-7788
1615395512.6352844;-3323;445;-7938
1615395512.6660895;-3323;145;-8382
1615395512.6749132;-3313;65;-8502
1615395512.6843204;-3306;-35;-8633
1615395512.6943676;-3306;-115;-8770
1615395512.7044377;-3297;-202;-8887
1615395512.7155635;-3292;-307;-9031
1615395512.7445145;-3252;-545;-9382
1615395512.7545803;-3240;-635;-9488
1615395512.765256;-3245;-725;-9611
1615395512.7942512;-3216;-950;-9906
1615395512.804416;-3221;-1037;-10003
1615395512.8152373;-3190;-1117;-10121
1615395512.8340375;-3171;-1242;-10276
1615395512.8441494;-3161;-1312;-10372
1615395512.8550503;-3145;-1377;-10462
1615395512.8652189;-3123;-1472;-10551
1615395512.8838136;-3102;-1585;-10691
1615395512.893297;-3097;-1647;-10772
1615395512.9034274;-3081;-1710;-10843
1615395512.9144514;-3050;-1797;-10917
1615395512.9328492;-3016;-1900;-11026
1615395512.942953;-3013;-1955;-11086
1615395512.9543996;-2995;-2017;-11146
1615395512.9644709;-2976;-2082;-11200
1615395512.9826353;-2933;-2170;-11295
1615395512.9925654;-2921;-2220;-11338
1615395513.0029078;-2897;-2272;-11385
1615395513.0136964;-2895;-2332;-11435
1615395513.0323367;-2850;-2425;-11495
1615395513.042375;-2838;-2477;-11530
1615395513.0523748;-2833;-2502;-11548
1615395513.0635288;-2805;-2560;-11592
1615395513.082596;-2762;-2645;-11625
1615395513.092133;-2757;-2680;-11668
1615395513.1018302;-2728;-2715;-11687
1615395513.1132977;-2717;-2762;-11693
1615395513.1314662;-2696;-2840;-11723
1615395513.1417463;-2667;-2857;-11728
1615395513.1520803;-2665;-2887;-11750
1615395513.1629658;-2638;-2932;-11745
1615395513.181856;-2588;-2970;-11747
1615395513.1910355;-2583;-3012;-11742
1615395513.201536;-2562;-3037;-11750
1615395513.213104;-2543;-3080;-11747
1615395513.2310197;-2515;-3115;-11723
1615395513.241173;-2491;-3137;-11707
1615395513.251148;-2470;-3162;-11701
1615395513.262282;-2451;-3200;-11682
1615395513.2810218;-2441;-3242;-11657
1615395513.2909913;-2412;-3260;-11622
1615395513.3010387;-2391;-3265;-11601
1615395513.3120794;-2358;-3295;-11585
1615395513.3306866;-2320;-3322;-11525
1615395513.340534;-2306;-3347;-11508
1615395513.3706217;-2263;-3382;-11405
1615395513.38094;-2246;-3387;-11352
1615395513.399866;-2213;-3412;-11273
1615395513.4297972;-2135;-3447;-11156
1615395513.4393885;-2125;-3452;-11121
1615395513.4497907;-2108;-3447;-11075
1615395513.460905;-2085;-3460;-11020
1615395513.4792821;-2058;-3457;-10908
1615395513.4897132;-2037;-3455;-10862
1615395513.4996607;-2021;-3460;-10800
1615395513.5109186;-2008;-3467;-10745
1615395513.5290265;-1971;-3457;-10631
1615395513.5392084;-1953;-3475;-10573
1615395513.549769;-1940;-3455;-10513
1615395513.5605652;-1913;-3460;-10445
1615395513.5785446;-1873;-3445;-10303
1615395513.5888286;-1863;-3432;-10241
1615395513.5987256;-1837;-3437;-10165
