unixtime;Bx;By;Bz
1615395170.304786;8265;-8395;-8255
1615395170.3153117;8416;-8042;-8093
1615395170.334104;8597;-7437;-7781
1615395170.3440979;8692;-7097;-7615
1615395170.3540077;8777;-6755;-7440
1615395170.3840382;8953;-5677;-6873
1615395170.393562;9003;-5295;-6655
1615395170.4035995;9048;-4907;-6448
1615395170.414775;9093;-4472;-6203
1615395170.443718;9117;-3325;-5538
1615395170.4734597;9061;-2072;-4822
1615395170.4834197;9032;-1657;-4562
1615395170.5138505;8890;-325;-3726
1615395170.5227728;8811;60;-3487
1615395170.532812;8732;492;-3203
1615395170.5429702;8645;925;-2920
1615395170.5727026;8331;2205;-2078
1615395170.582527;8205;2642;-1797
1615395170.614161;7767;3950;-901
1615395170.6223345;7620;4310;-658
1615395170.6322157;7461;4727;-367
1615395170.641795;7273;5122;-78
1615395170.6517463;7097;5532;208
1615395170.662672;6888;5975;531
1615395170.691973;6272;7062;1340
1615395170.7018213;6056;7437;1607
1615395170.7126644;5811;7825;1928
1615395170.731228;5360;8477;2446
1615395170.741354;5108;8810;2700
1615395170.7513165;4846;9132;2950
1615395170.7814324;4060;10027;3682
1615395170.791087;3796;10312;3920
1615395170.8011394;3503;10592;4171
1615395170.8123167;3182;10880;4405
1615395170.8303628;2631;11342;4832
1615395170.8403106;2325;11570;5012
1615395170.8509808;2040;11772;5217
1615395170.8618238;1690;12012;5443
1615395170.8906348;806;12520;5936
1615395170.900807;500;12675;6107
1615395170.911817;150;12835;6277
1615395170.9299247;-416;13082;6552
1615395170.940402;-737;13180;6672
1615395170.9504755;-1038;13277;6791
1615395170.9610586;-1402;13360;6911
1615395170.9900932;-2246;13527;7178
1615395170.9997437;-2548;13545;7241
1615395171.0111237;-2912;13567;7323
1615395171.0293038;-3456;13560;7432
1615395171.039381;-3732;13535;7465
1615395171.0494287;-4015;13517;7486
1615395171.0604684;-4323;13470;7506
1615395171.0796087;-4801;13342;7502
1615395171.088849;-5067;13265;7478
1615395171.0989993;-5320;13175;7465
1615395171.110223;-5610;13057;7432
1615395171.1288786;-6035;12817;7350
1615395171.1384594;-6243;12695;7301
1615395171.1487124;-6465;12530;7216
1615395171.159786;-6717;12355;7132
1615395171.188411;-7252;11822;6848
1615395171.218334;-7746;11162;6470
1615395171.2484117;-8173;10432;6010
1615395171.2595003;-8326;10125;5808
1615395171.277726;-8531;9607;5472
1615395171.2876282;-8613;9307;5273
1615395171.2977726;-8713;9005;5056
1615395171.3082747;-8811;8660;4827
1615395171.31746;-8851;8400;4640
1615395171.3473628;-9008;7405;3917
1615395171.3585064;-9061;7007;3636
1615395171.387165;-9091;6002;2878
1615395171.397408;-9096;5655;2601
1615395171.408303;-9093;5242;2293
1615395171.426459;-9032;4555;1751
1615395171.436356;-9017;4190;1457
1615395171.4463696;-8963;3820;1152
1615395171.4762511;-8801;2712;231
1615395171.486211;-8742;2335;-83
1615395171.4961765;-8650;1975;-383
1615395171.5262299;-8405;882;-1328
1615395171.5355003;-8302;520;-1656
1615395171.5461442;-8207;160;-1982
1615395171.5862327;-7730;-1222;-3250
1615395171.6162462;-7330;-2227;-4197
1615395171.6460927;-6895;-3195;-5107
1615395171.6568706;-6720;-3525;-5446
1615395171.6854162;-6246;-4372;-6277
1615395171.7152998;-5733;-5172;-7086
1615395171.725083;-5555;-5420;-7366
1615395171.7562485;-4987;-6180;-8135
1615395171.7646806;-4842;-6372;-8331
1615395171.7946784;-4262;-7007;-8993
1615395171.806357;-4038;-7225;-9243
1615395171.8241525;-3672;-7552;-9598
1615395171.834529;-3461;-7715;-9786
1615395171.8445914;-3271;-7872;-9968
1615395171.8741658;-2662;-8307;-10462
1615395171.8843377;-2460;-8417;-10601
1615395171.9140737;-1868;-8747;-10952
1615395171.9441304;-1248;-8977;-11248
1615395171.954891;-1015;-9045;-11347
1615395171.9730175;-632;-9110;-11461
1615395171.9832857;-426;-9152;-11513
1615395171.9930906;-231;-9180;-11551
1615395172.0037916;5;-9195;-11592
1615395172.012992;178;-9215;-11603
1615395172.0228987;376;-9207;-11620
1615395172.0542102;1003;-9110;-11617
1615395172.0831811;1538;-8962;-11527
1615395172.11303;2116;-8720;-11333
1615395172.1426501;2646;-8382;-11080
1615395172.1535127;2850;-8240;-10976
1615395172.171693;3163;-7975;-10756
1615395172.1818416;3318;-7820;-10627
1615395172.1922545;3487;-7637;-10497
1615395172.203432;3665;-7450;-10342
1615395172.2213469;3938;-7090;-10047
1615395172.23136;4076;-6902;-9883
1615395172.2415767;4212;-6680;-9723
1615395172.2526875;4350;-6437;-9522
1615395172.281377;4685;-5745;-8987
1615395172.2913296;4787;-5500;-8772
1615395172.3026755;4906;-5205;-8546
1615395172.320764;5062;-4680;-8143
1615395172.3304992;5127;-4412;-7911
1615395172.3409147;5210;-4122;-7693
1615395172.3704524;5372;-3210;-6977
1615395172.3806512;5412;-2905;-6735
1615395172.3915198;5452;-2590;-6476
1615395172.4014606;5486;-2225;-6200
1615395172.4301758;5500;-1290;-5453
1615395172.460307;5457;-272;-4677
1615395172.469905;5428;57;-4393
1615395172.4797456;5383;397;-4130
1615395172.4899268;5331;757;-3860
1615395172.5008929;5277;1155;-3550
1615395172.5301886;5051;2145;-2767
1615395172.539966;4953;2480;-2506
1615395172.5508065;4861;2865;-2195
1615395172.5692933;4637;3497;-1691
1615395172.5786588;4508;3830;-1421
1615395172.5889819;4383;4162;-1155
1615395172.618887;3943;5115;-377
1615395172.6284585;3791;5427;-118
1615395172.6384928;3608;5745;141
1615395172.668159;3055;6635;898
1615395172.6782203;2850;6927;1127
1615395172.6883707;2638;7195;1358
1615395172.7185037;1995;7995;2053
1615395172.7280722;1766;8230;2271
1615395172.7378886;1526;8477;2487
1615395172.7490952;1248;8730;2723
1615395172.7580097;1051;8927;2908
1615395172.788091;262;9517;3478
1615395172.7989242;-33;9725;3705
1615395172.807425;-276;9872;3855
1615395172.8173783;-550;10032;4028
1615395172.8486285;-1428;10480;4533
1615395172.8776822;-2240;10792;4938
1615395172.9071152;-3107;11005;5323
1615395172.918303;-3392;11075;5435
1615395172.9366686;-3967;11130;5647
1615395172.9780848;-5125;11137;5952
1615395173.0068011;-5963;11015;6135
1615395173.0366032;-6767;10780;6263
1615395173.0478024;-7071;10685;6290
1615395173.0662138;-7535;10475;6323
1615395173.0766695;-7785;10342;6320
1615395173.0865803;-8028;10200;6326
1615395173.09742;-8310;10022;6320
1615395173.1152477;-8727;9705;6306
1615395173.125131;-8948;9510;6273
1615395173.1353939;-9165;9320;6233
1615395173.1653721;-9768;8665;6107
1615395173.1752837;-9961;8430;6051
1615395173.1854122;-10135;8175;5991
1615395173.1966825;-10348;7895;5920
1615395173.225376;-10781;7100;5707
1615395173.2552505;-11207;6182;5418
1615395173.284666;-11556;5207;5100
1615395173.2960577;-11698;4817;4968
1615395173.3142078;-11851;4147;4740
1615395173.324179;-11927;3787;4606
1615395173.3342721;-11993;3427;4476
1615395173.3460016;-12088;2990;4320
1615395173.3745801;-12207;1875;3882
1615395173.4042528;-12302;665;3423
1615395173.4136696;-12307;247;3261
1615395173.4452076;-12283;-1037;2712
1615395173.4735477;-12172;-2247;2195
1615395173.5034122;-12017;-3505;1647
1615395173.5338538;-11796;-4760;1081
1615395173.5448258;-11708;-5232;852
1615395173.5730658;-11387;-6370;310
1615395173.6029918;-10991;-7585;-285
1615395173.6130016;-10843;-7970;-467
1615395173.6436594;-10351;-9162;-1067
1615395173.6728017;-9818;-10197;-1612
1615395173.7025566;-9230;-11232;-2162
1615395173.7325258;-8563;-12182;-2702
1615395173.7430446;-8305;-12540;-2917
1615395173.7617855;-7851;-13085;-3236
1615395173.772141;-7598;-13365;-3413
1615395173.7815814;-7350;-13647;-3576
1615395173.792595;-7066;-13947;-3762
1615395173.811425;-6557;-14420;-4061
1615395173.821053;-6293;-14657;-4236
1615395173.8312924;-6021;-14902;-4383
1615395173.8425217;-5723;-15170;-4552
1615395173.860576;-5177;-15565;-4822
1615395173.870739;-4898;-15757;-4977
1615395173.8808625;-4611;-15957;-5116
1615395173.8924747;-4295;-16167;-5268
1615395173.9106734;-3746;-16465;-5508
1615395173.920491;-3451;-16622;-5642
1615395173.9305868;-3140;-16780;-5762
1615395173.9416077;-2815;-16942;-5892
1615395173.9600239;-2251;-17175;-6093
1615395173.9704664;-1947;-17295;-6220
1615395173.9805617;-1655;-17397;-6320
1615395173.9911811;-1307;-17507;-6446
1615395174.0095952;-758;-17667;-6617
1615395174.019712;-455;-17740;-6710
1615395174.0297365;-162;-17802;-6783
1615395174.0408695;173;-17875;-6890
1615395174.0499234;426;-17917;-6955
1615395174.0794997;1278;-18015;-7170
1615395174.0908267;1610;-18035;-7238
1615395174.1092224;2113;-18050;-7331
1615395174.1191957;2388;-18047;-7388
1615395174.1292164;2657;-18022;-7432
1615395174.1403701;2962;-18000;-7495
1615395174.1600697;3427;-17937;-7546
1615395174.169133;3691;-17907;-7590
1615395174.1791353;3925;-17845;-7622
1615395174.1898994;4205;-17785;-7647
1615395174.2087839;4635;-17647;-7652
1615395174.2187095;4853;-17580;-7685
1615395174.228564;5075;-17497;-7693
1615395174.239612;5338;-17395;-7691
1615395174.258296;5721;-17205;-7668
1615395174.268182;5928;-17092;-7672
1615395174.2783868;6113;-16985;-7663
1615395174.289439;6330;-16842;-7633
1615395174.3080025;6651;-16595;-7562
1615395174.3179255;6828;-16445;-7541
1615395174.3280556;6983;-16297;-7511
1615395174.3391695;7173;-16127;-7478
1615395174.3573697;7427;-15837;-7380
1615395174.367626;7575;-15667;-7326
1615395174.3775578;7696;-15492;-7285
1615395174.388579;7860;-15287;-7211
1615395174.4182293;8167;-14742;-7015
1615395174.4476933;8428;-14130;-6770
1615395174.4663992;8597;-13710;-6587
1615395174.4769485;8656;-13500;-6506
1615395174.5067327;8827;-12830;-6206
1615395174.516703;8863;-12585;-6100
1615395174.526457;8896;-12352;-5982
1615395174.5379262;8958;-12090;-5857
1615395174.556322;8987;-11625;-5617
1615395174.5665047;8993;-11390;-5506
1615395174.5764022;8996;-11145;-5386
1615395174.5877616;9020;-10870;-5220
1615395174.6062884;8985;-10400;-4958
1615395174.615977;8982;-10142;-4818
1615395174.625957;8961;-9905;-4668
1615395174.6370153;8946;-9622;-4497
1615395174.6660335;8840;-8887;-4058
1615395174.695759;8703;-8140;-3571
1615395174.7053375;8640;-7887;-3402
1615395174.7365575;8455;-7105;-2860
1615395174.7451596;8381;-6885;-2707
1615395174.774989;8155;-6155;-2181
1615395174.7864177;8072;-5882;-1968
1615395174.8042302;7896;-5452;-1612
1615395174.8149703;7803;-5220;-1435
1615395174.8246443;7706;-4990;-1247
1615395174.8543313;7406;-4310;-683
1615395174.8643265;7302;-4082;-490
1615395174.8741457;7200;-3890;-310
1615395174.9037752;6876;-3247;282
1615395174.9138927;6772;-3052;471
1615395174.923333;6643;-2852;653
1615395174.954166;6313;-2262;1247
1615395174.9635932;6198;-2090;1435
1615395174.973345;6075;-1910;1617
1615395175.0036588;5710;-1390;2195
1615395175.013368;5597;-1222;2370
1615395175.0233595;5467;-1055;2568
1615395175.034285;5338;-877;2772
1615395175.0433455;5241;-735;2936
1615395175.0528073;5112;-577;3116
1615395175.0845387;4740;-145;3680
1615395175.09278;4626;-30;3822
1615395175.1024451;4521;95;4007
1615395175.1126103;4395;235;4171
1615395175.1223443;4286;352;4345
1615395175.1335235;4157;497;4536
1615395175.1428897;4052;602;4693
1615395175.1522815;3925;720;4852
1615395175.1623225;3815;832;5012
1615395175.1922667;3492;1127;5467
1615395175.201843;3382;1225;5628
1615395175.2329915;3037;1502;6061
1615395175.2424083;2955;1582;6170
1615395175.2716897;2638;1815;6560
1615395175.2826805;2525;1882;6710
1615395175.3114376;2256;2075;7047
1615395175.321471;2156;2130;7165
1615395175.332237;2047;2185;7276
1615395175.3611546;1781;2337;7565
1615395175.3910432;1547;2437;7821
1615395175.4004536;1457;2477;7906
1615395175.431454;1201;2565;8118
1615395175.4404078;1146;2602;8156
1615395175.4704123;927;2657;8320
1615395175.5004313;706;2692;8428
1615395175.5100446;642;2705;8462
1615395175.5197394;595;2697;8500
1615395175.5309255;508;2705;8532
1615395175.5596554;342;2697;8568
1615395175.5694113;283;2695;8576
1615395175.5991087;131;2672;8557
1615395175.608831;78;2645;8543
1615395175.6301847;-43;2617;8522
1615395175.6587143;-160;2555;8458
1615395175.688973;-307;2490;8312
1615395175.6989036;-347;2467;8273
1615395175.708669;-395;2432;8213
1615395175.718472;-440;2395;8165
1615395175.7299201;-471;2350;8110
1615395175.758538;-580;2235;7895
1615395175.7686546;-611;2205;7825
1615395175.7793937;-632;2152;7735
1615395175.8082063;-737;2030;7476
1615395175.8182144;-753;1972;7386
1615395175.8296473;-782;1920;7273
1615395175.8577383;-830;1775;6968
1615395175.8673275;-866;1727;6860
1615395175.878499;-893;1652;6718
1615395175.887378;-898;1612;6606
1615395175.9173281;-951;1432;6230
1615395175.928532;-980;1352;6077
1615395175.9370835;-996;1297;5957
1615395175.9469173;-993;1235;5808
1615395175.97788;-1043;1030;5358
1615395175.98697;-1046;980;5231
1615395176.0165026;-1075;757;4746
1615395176.0281186;-1080;692;4576
1615395176.036361;-1082;632;4426
1615395176.0464609;-1082;570;4252
1615395176.057331;-1088;500;4086
1615395176.0862086;-1110;257;3571
1615395176.096171;-1106;187;3400
1615395176.1059756;-1103;120;3206
1615395176.115607;-1096;37;3028
1615395176.1269372;-1101;-45;2830
1615395176.1358361;-1096;-95;2658
1615395176.1459165;-1098;-177;2470
1615395176.1562936;-1080;-247;2280
1615395176.1655467;-1093;-335;2075
1615395176.1766796;-1077;-420;1871
1615395176.205796;-1053;-642;1307
1615395176.215448;-1048;-725;1108
1615395176.2262309;-1038;-810;880
1615395176.2351673;-1027;-870;716
1615395176.2450104;-1030;-942;506
1615395176.2560124;-1025;-1027;296
1615395176.265413;-1003;-1105;100
1615395176.2763782;-996;-1205;-125
1615395176.3050208;-951;-1420;-710
1615395176.314929;-943;-1505;-912
1615395176.3263648;-930;-1587;-1146
1615395176.3348153;-922;-1657;-1326
1615395176.3648157;-880;-1892;-1963
1615395176.3754768;-856;-1980;-2176
1615395176.4045756;-813;-2195;-2760
1615395176.4140363;-798;-2272;-2961
1615395176.4250345;-780;-2367;-3197
1615395176.454056;-730;-2577;-3762
1615395176.4643242;-721;-2645;-3963
1615395176.4749334;-697;-2740;-4195
1615395176.5038984;-645;-2945;-4753
1615395176.5336833;-587;-3160;-5337
1615395176.5436068;-568;-3235;-5516
1615395176.5745392;-511;-3465;-6102
1615395176.58315;-490;-3517;-6257
1615395176.5929177;-463;-3585;-6442
1615395176.623998;-407;-3797;-6987
1615395176.6327841;-392;-3847;-7135
1615395176.6627269;-326;-4047;-7636
1615395176.6741648;-305;-4112;-7841
1615395176.682697;-283;-4160;-7957
1615395176.7126865;-228;-4350;-8448
1615395176.723465;-210;-4427;-8617
1615395176.7520785;-152;-4590;-9028
1615395176.762302;-133;-4647;-9178
1615395176.7732887;-102;-4707;-9347
1615395176.8015232;-36;-4852;-9717
1615395176.8120725;-15;-4902;-9841
1615395176.822267;2;-4965;-9990
1615395176.8313656;26;-5017;-10113
1615395176.8411796;41;-5052;-10227
1615395176.8514032;62;-5102;-10342
1615395176.8814332;126;-5240;-10655
1615395176.891525;152;-5275;-10775
1615395176.922197;215;-5405;-11091
1615395176.9513016;273;-5512;-11352
1615395176.9610207;286;-5542;-11453
1615395176.9716167;310;-5592;-11543
1615395176.9902165;352;-5660;-11671
1615395177.0002015;360;-5685;-11777
1615395177.0102656;383;-5725;-11848
1615395177.040542;442;-5797;-12042
1615395177.050328;463;-5832;-12112
1615395177.0598662;485;-5865;-12165
1615395177.0711029;502;-5880;-12216
1615395177.0998373;563;-5932;-12352
1615395177.1295254;623;-6010;-12475
1615395177.139639;623;-6027;-12502
1615395177.1709025;687;-6067;-12595
1615395177.179566;711;-6070;-12633
1615395177.2102568;751;-6105;-12673
1615395177.2197664;766;-6120;-12687
1615395177.2382684;801;-6142;-12696
1615395177.2483053;820;-6147;-12698
1615395177.2701063;843;-6152;-12696
1615395177.2882853;880;-6145;-12680
1615395177.29833;882;-6147;-12685
1615395177.3083875;903;-6170;-12673
1615395177.3195128;917;-6157;-12655
1615395177.348366;956;-6145;-12608
1615395177.3579638;972;-6130;-12546
1615395177.369292;975;-6140;-12551
1615395177.387782;991;-6122;-12477
1615395177.398106;1003;-6127;-12456
1615395177.4076083;1022;-6112;-12415
1615395177.4187331;1035;-6110;-12368
1615395177.4478009;1062;-6062;-12246
1615395177.4777248;1096;-6045;-12082
1615395177.5076132;1136;-5995;-11916
1615395177.518827;1141;-5982;-11848
1615395177.5371137;1162;-5940;-11721
1615395177.5467734;1172;-5922;-11668
1615395177.5567052;1177;-5905;-11587
1615395177.5681434;1175;-5872;-11516
1615395177.5864584;1215;-5822;-11363
1615395177.5964522;1210;-5807;-11301
1615395177.606529;1215;-5782;-11213
1615395177.61767;1222;-5765;-11135
1615395177.636017;1241;-5725;-10976
1615395177.6463094;1243;-5687;-10892
1615395177.655923;1260;-5657;-10786
1615395177.667536;1260;-5630;-10691
1615395177.6857262;1278;-5580;-10525
1615395177.69607;1288;-5542;-10432
1615395177.7058399;1298;-5517;-10336
1615395177.7169259;1298;-5492;-10225
1615395177.7456582;1312;-5392;-9936
1615395177.775421;1331;-5295;-9611
1615395177.7859924;1336;-5255;-9488
1615395177.8161592;1355;-5145;-9156
1615395177.845014;1362;-5037;-8821
1615395177.854651;1370;-5000;-8715
1615395177.866306;1376;-4955;-8590
1615395177.8842945;1378;-4885;-8347
1615395177.8942978;1386;-4837;-8227
1615395177.9045074;1383;-4795;-8097
1615395177.9344153;1417;-4675;-7731
1615395177.944177;1423;-4630;-7601
1615395177.9540362;1423;-4590;-7472
1615395177.9653802;1415;-4537;-7328
1615395177.9942746;1438;-4415;-6957
1615395178.0041673;1433;-4377;-6821
1615395178.0149848;1438;-4310;-6658
1615395178.0334158;1433;-4225;-6391
1615395178.0436132;1436;-4180;-6268
1615395178.0534337;1438;-4130;-6132
1615395178.0832715;1467;-3995;-5737
1615395178.0935183;1473;-3947;-5587
1615395178.1029818;1476;-3902;-5451
1615395178.1142144;1478;-3837;-5287
1615395178.143236;1481;-3695;-4892
1615395178.1537693;1481;-3645;-4740
1615395178.1639264;1497;-3587;-4590
1615395178.1826477;1502;-3480;-4320
1615395178.1931405;1518;-3440;-4181
1615395178.2021809;1510;-3385;-4035
1615395178.2326105;1510;-3225;-3626
1615395178.2428062;1521;-3177;-3473
1615395178.2520423;1521;-3120;-3333
1615395178.2632225;1526;-3067;-3165
1615395178.292514;1536;-2922;-2760
1615395178.3021169;1531;-2847;-2617
1615395178.313185;1552;-2790;-2448
1615395178.33156;1555;-2692;-2176
1615395178.3413448;1555;-2632;-2028
1615395178.3515363;1562;-2577;-1890
1615395178.381227;1578;-2402;-1473
1615395178.3916254;1581;-2347;-1337
1615395178.4015582;1583;-2295;-1190
1615395178.4128947;1586;-2227;-1028
1615395178.440975;1605;-2062;-626
1615395178.4507904;1602;-2000;-495
1615395178.4619918;1612;-1937;-337
1615395178.4906228;1616;-1772;53
1615395178.5002203;1633;-1720;190
1615395178.5112085;1636;-1652;342
1615395178.5206544;1636;-1605;441
1615395178.5301542;1640;-1545;577
1615395178.5402265;1645;-1475;707
1615395178.5702605;1660;-1297;1130
1615395178.581194;1673;-1247;1245
1615395178.6109757;1687;-1060;1653
1615395178.6197846;1687;-1005;1756
1615395178.6494093;1700;-837;2132
1615395178.6607735;1705;-755;2271
1615395178.6694474;1710;-715;2367
1615395178.6791124;1705;-650;2490
1615395178.7110753;1723;-455;2868
1615395178.7191067;1723;-397;2975
1615395178.728905;1733;-327;3102
1615395178.7388997;1726;-275;3201
1615395178.7489173;1740;-215;3323
1615395178.7599063;1742;-150;3451
1615395178.7887058;1745;32;3765
1615395178.7987123;1747;102;3885
1615395178.8092554;1766;157;4007
1615395178.8183365;1773;227;4102
1615395178.8281481;1766;307;4208
1615395178.859145;1781;475;4541
1615395178.8685086;1787;525;4631
1615395178.877898;1792;590;4723
1615395178.887789;1805;652;4832
1615395178.8977435;1795;725;4933
1615395178.9086351;1795;790;5045
1615395178.9377096;1792;975;5320
1615395178.9474893;1802;1040;5418
1615395178.9585264;1802;1105;5511
1615395178.9874418;1811;1280;5770
1615395179.0174682;1797;1470;6047
1615395179.0268087;1800;1532;6121
1615395179.058299;1795;1735;6366
1615395179.06686;1792;1780;6423
1615395179.0963233;1781;1977;6650
1615395179.1075404;1787;2047;6735
1615395179.1364405;1763;2220;6925
1615395179.1464705;1763;2287;6980
1615395179.1572287;1766;2355;7061
1615395179.17562;1761;2480;7192
1615395179.1855726;1750;2530;7250
1615395179.1957169;1742;2595;7296
1615395179.2257364;1726;2777;7451
1615395179.2354484;1718;2830;7488
1615395179.2454462;1707;2885;7546
1615395179.2566276;1705;2967;7617
1615395179.2658238;1681;3010;7633
1615395179.2951667;1666;3187;7745
1615395179.3060758;1647;3255;7805
1615395179.3350224;1616;3432;7903
1615395179.3451278;1602;3490;7943
1615395179.3556745;1586;3547;7971
1615395179.3851557;1555;3715;8031
1615395179.4144113;1502;3865;8097
1615395179.4245648;1478;3927;8102
1615395179.4555519;1433;4090;8148
1615395179.464136;1407;4142;8148
1615395179.4947402;1341;4285;8160
1615395179.5053463;1328;4342;8148
1615395179.5343206;1283;4495;8156
1615395179.5438602;1260;4540;8143
1615395179.5550752;1222;4575;8132
1615395179.5727909;1175;4660;8100
1615395179.5831194;1143;4695;8091
1615395179.593156;1122;4752;8070
1615395179.622827;1041;4880;8023
1615395179.633898;1017;4912;7980
1615395179.6426783;980;4967;7950
1615395179.672602;880;5082;7865
1615395179.6823366;861;5105;7830
1615395179.6922994;822;5157;7795
1615395179.7219763;742;5242;7666
1615395179.7324243;718;5292;7633
1615395179.7417693;680;5330;7601
1615395179.7721074;571;5417;7446
1615395179.781544;540;5440;7388
1615395179.791482;506;5477;7336
1615395179.8319237;360;5580;7102
1615395179.841817;318;5590;7042
1615395179.8526669;271;5617;6968
1615395179.8817317;173;5672;6753
1615395179.8910124;123;5685;6693
1615395179.9018385;73;5705;6608
1615395179.9109914;46;5722;6538
1615395179.9212499;0;5715;6451
1615395179.9306653;-46;5740;6370
1615395179.9407933;-91;5750;6285
1615395179.9708133;-210;5797;6037
1615395179.981147;-252;5805;5933
1615395180.0018933;-342;5812;5758
1615395180.0200222;-418;5810;5580
1615395180.0302112;-463;5800;5486
1615395180.04002;-513;5807;5375
